"机构ID"	"机构名称(中文)"	"成立日期"	"主营业务"	"经营范围"
"T000279356"	"江苏金陵体育器材股份有限公司"	"2004-03-25 00:00:00"	"体育器材和场馆设施的研发、生产、销售及赛事服务"	"　　体育器材、健身器材、体育场馆座椅、看台、舞台、影视道具、塑胶跑道、升降平台、电子显示设备、电子计时设备、文体用品及相关产品的生产、销售;教育设备、办公家具的生产、销售、安装;文体活动设备的租赁及服务;自营和代理各类商品和技术的进出口业务;体育场地设施工程专业承包(二级)、市政公用工程施工总承包、建筑机电安装工程专业承包、电子与智能化工程专业承包、建筑工程总承包。(依法须经批准的项目,经相关部门批准后方可开展经营活动)一般项目：通用设备制造(不含特种设备制造);专用设备制造(不含许可类专业设备制造);日用品生产专用设备制造;纺织专用设备制造;机械设备销售;日用口罩(非医用)生产;日用口罩(非医用)销售(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目：第三类医疗器械经营;各类工程建设活动;演出场所经营等"
"T000279358"	"南京三超新材料股份有限公司"	"1999-01-29 00:00:00"	"金刚石工具的研发、生产和销售"	"　　超硬材料工具、光学辅料的设计与开发、生产,销售;光学材料加工;经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进出口业务,但国家限定公司经营或禁止进出口的商品及技术除外;道路货物运输。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"T000279359"	"厦门延江新材料股份有限公司"	"2000-04-03 00:00:00"	"一次性卫生用品面层材料的研发、生产和销售。"	"　　新材料技术推广服务；塑料薄膜制造；非织造布制造；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（不另附进出口商品目录），但国家限定公司经营或禁止进出口的商品及技术除外；其他未列明专业技术服务业（不含需经许可审批的事项）；经营各类商品和技术的进出口（不另附进出口商品目录），但国家限定公司经营或禁止进出口的商品及技术除外；其他未列明的机械与设备租赁（不含需经许可审批的项目）。"
"T000279364"	"天津绿茵景观生态建设股份有限公司"	"1998-11-26 00:00:00"	"生态环境建设工程施工"	"　　景观生态修复与治理;水土保持与水环境治理;园林绿化及养管工程;市政工程及体育场设施工程;苗木、草培育(种子生产、经营除外);生态环境治理技术开发、转让、咨询、服务;有机肥、种苗收购;普通货运;土石方工程。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
"T000279365"	"广州集泰化工股份有限公司"	"2006-08-10 00:00:00"	"密封胶和涂料的研发、生产、销售及服务。"	"　　密封用填料及类似品制造；化学试剂和助剂制造（监控化学品、危险化学品除外）；粘合剂制造（监控化学品、危险化学品除外）；轻质建筑材料制造；防水嵌缝密封条（带） 制造；硬质橡胶制品制造；建筑陶瓷制品制造；建筑用沥青制品制造；货物进出口（专营专控商品除外）；技术进出口；物业管理；自有房地产经营活动；企业自有资金投资；油墨及类似产品制造（监控化学品、危险化学品除外）；化工产品零售（危险化学品除外）；涂料制造（监控化学品、危险化学品除外）；涂料零售；化工产品批发（含危险化学品）；危险化学品储存；新材料技术转让服务；新材料技术 开发服务；新材料技术咨询、交流服务；机械设备租赁；办公设备租赁服务。"
"T000279368"	"江苏日盈电子股份有限公司"	"1998-08-12 00:00:00"	"汽车洗涤系统产品、汽车精密注塑件及小线束、汽车电子传感器等汽车零部件及摩托车线束等摩托车零部件的研发、生产和销售。"	"　　电器配件、电子元件、低压电线、汽车和摩托车用连接器、塑料制品（除医用塑料制品）、电脑操作台、塑料模具、摩托车零配件、汽车零配件、机械零部件制造，加工。自营和代理各类商品及技术的进出口业务，国家限定公司经营或禁止进出口的商品及技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000279369"	"上海雅仕投资发展股份有限公司"	"2003-05-22 00:00:00"	"供应链物流和供应链执行贸易业务"	"　　一般项目：实业投资，投资管理，资产管理，从事货物及技术的进出口业务，金属材料、化工原料及产品（危险化学品详见许可证）、矿产品、煤炭、机电产品、谷物、豆及薯类、畜牧渔业饲料、棉、麻的销售，计算机软硬件的研发、销售，货运代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。"
"T000279370"	"上海晶华胶粘新材料股份有限公司"	"2006-04-19 00:00:00"	"从事各类胶粘材料的研发、生产及销售"	"　　电子及集成电路胶带、汽车喷漆用胶、汽车配件用海绵胶带、美纹纸胶带、电子工业胶带、其他特殊用途胶带、离型纸和离型膜、高导热石墨膜（除危险品）的生产销售，化工产品（除危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品）、纸制品、各类粘胶制品（除危险品）、粘胶配套材料（除危险品）、办公用品销售，从事货物及技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】"
"T000279374"	"江苏苏博特新材料股份有限公司"	"2004-12-15 00:00:00"	"混凝土外加剂的研发、生产和销售。"	"　　建筑新材料的研究、生产、销售，金属材料的研究、销售，技术服务、技术咨询，自营和代理各类商品和技术的进出口业务，研发、生产、销售及代理土木工程设备与检测仪器。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"T000279565"	"武汉中帜生物科技股份有限公司"	"2011-03-28 00:00:00"	"从事基于分子诊断技术研发、生产、销售体外诊断试剂盒。"	"　　生物技术产品、医疗器械的研究与开发；实验室仪器设备、科研试剂的生产与销售；相关项目产品的技术咨询、技术转让、技术服务。（上述经营范围中国家有专项规定的项目经国家审批后或凭许可证在核定期限内经营）。6840体外诊断试剂的研发、生产、销售；Ⅱ类医疗器械的销售；Ⅲ类：6821医用电子仪器设备、6840临床检验分析仪器（含体外诊断试剂）、6841医用化验和基础设备器具、6864医用卫生材料及敷料、6866医用高分子材料及制品的销售。（凭许可证在核定期限内经营）"
"T000279593"	"济南恒誉环保科技股份有限公司"	"2006-04-11 00:00:00"	"有机废弃物裂解技术研发及相关装备设计、生产与销售,是集有机废弃物裂解技术研发与裂解装备制造技术研发于一体的创新型企业。"	"　　环境保护专用设备的技术开发和生产；高分子聚合废弃物热分解技术研发与装备制造；生产废橡胶、废塑料、污油泥、废矿物油、煤焦油渣、市政污泥、工业固废、危废、生活垃圾、生物质工业连续化裂解环保装备;油品净化技术研发及装备制造；裂解炭黑应用技术研发及设备生产销售；销售本公司生产的产品并提供技术咨询与服务；货物及技术进出口贸易；自有房屋租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000279702"	"无锡晶海氨基酸股份有限公司"	"1995-05-09 00:00:00"	"氨基酸类原料药的研发、生产和销售。"	"　　原料药（异亮氨酸、缬氨酸、亮氨酸、丝氨酸、苯丙氨酸、苏氨酸、谷氨酸、盐酸精氨酸、脯氨酸、醋酸赖氨酸、色氨酸、酪氨酸、盐酸半胱氨酸、精氨酸）的生产、销售及技术转让、技术开发、技术服务、技术咨询（凭有效生产许可证生产经营）；经营本企业自产产品及相关技术的出口业务，经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务，但国家限定公司经营和禁止进口的商品及技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"T000279727"	"上海博迅医疗生物仪器股份有限公司"	"1996-01-08 00:00:00"	"实验室设备和医疗器械的研发、生产、销售及服务"	"　　医疗器械（按许可证范围经营，限分支经营），仪器仪表，制药设备，食品机械，建材，金属材料，化工原料（除危险化学品、监控化学品、烟花爆竹、民用爆炸物品、易制毒化学品），消防设备，不锈钢制品，百货，五金交电，保健用品，制冷设备，文教用品，汽配，服装鞋帽批发零售；医疗器械生产（按许可证范围经营，限分支经营），仪器仪表配件加工，商务信息咨询，附设分支机构；从事货物及技术的进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】"
